Algoritmo,Problema,Operador,Ejecucion,Generacion,HV_gen
nsgaii,wfg7,cross_spx,4,249,0.5633859224274176
nsgaii,wfg7,cross_spx,5,249,0.5990884695756108
nsgaii,wfg7,cross_spx,6,249,0.5199397334584287
nsgaii,wfg7,cross_spx,7,249,0.6181257008044247
nsgaii,wfg7,cross_spx,8,249,0.6109129131930919
nsgaii,wfg7,cross_spx,9,249,0.583196340817987
nsgaii,wfg7,cross_spx,10,249,0.6003820361953801
nsgaii,wfg7,cross_spx,11,249,0.5711219491875261
nsgaii,wfg7,cross_spx,12,249,0.6030294497918184
nsgaii,wfg7,cross_spx,13,249,0.5486562312203963
nsgaii,wfg7,cross_spx,14,249,0.5741965459105771
nsgaii,wfg7,cross_spx,15,249,0.6016041181073951
nsgaii,wfg7,cross_spx,16,249,0.5566241924366856
nsgaii,wfg7,cross_spx,17,249,0.5598756210434879
nsgaii,wfg7,cross_spx,18,249,0.5794806883867986
nsgaii,wfg7,cross_spx,19,249,0.5981905691369435
