Algoritmo,Problema,Operador,Ejecucion,Generacion,HV_gen
nsgaii,wfg2,sam_uniform,17,249,0.27594827510194286
nsgaii,wfg2,sam_uniform,18,249,0.28215270579756
nsgaii,wfg2,sam_uniform,19,249,0.2827695740074427
nsgaii,wfg2,mut_dirichlet,0,249,0.6686525349085284
nsgaii,wfg2,mut_dirichlet,1,249,0.6943743001911103
nsgaii,wfg2,mut_dirichlet,2,249,0.6700355249350592
nsgaii,wfg2,mut_dirichlet,3,249,0.6855472083872401
nsgaii,wfg2,mut_dirichlet,4,249,0.6224048745203588
nsgaii,wfg2,mut_dirichlet,5,249,0.6753587703877775
nsgaii,wfg2,mut_dirichlet,6,249,0.696603170747678
nsgaii,wfg2,mut_dirichlet,7,249,0.6879738524422192
nsgaii,wfg2,mut_dirichlet,8,249,0.6793066825202511
nsgaii,wfg2,mut_dirichlet,9,249,0.6731694555059572
nsgaii,wfg2,mut_dirichlet,10,249,0.6777235483785546
nsgaii,wfg2,mut_dirichlet,11,249,0.682026239917461
nsgaii,wfg2,mut_dirichlet,12,249,0.5895800977122707
nsgaii,wfg2,mut_dirichlet,13,249,0.6852105136995699
nsgaii,wfg2,mut_dirichlet,14,249,0.5927225192115294
nsgaii,wfg2,mut_dirichlet,15,249,0.5916636245375739
nsgaii,wfg2,mut_dirichlet,16,249,0.6920714696708732
nsgaii,wfg2,mut_dirichlet,17,249,0.6127435004811513
nsgaii,wfg2,mut_dirichlet,18,249,0.6742328581139986
nsgaii,wfg2,mut_dirichlet,19,249,0.6858454872049284
nsgaii,wfg2,cross_spx,0,249,0.2719843083145169
nsgaii,wfg2,cross_spx,1,249,0.24732377925028762
nsgaii,wfg2,cross_spx,2,249,0.24095538250050974
nsgaii,wfg2,cross_spx,3,249,0.24318213647496156
nsgaii,wfg2,cross_spx,4,249,0.23969507869443815
nsgaii,wfg2,cross_spx,5,249,0.26808638954532804
nsgaii,wfg2,cross_spx,6,249,0.267275762645101
nsgaii,wfg2,cross_spx,7,249,0.2391747370255986
nsgaii,wfg2,cross_spx,8,249,0.22434423639247342
nsgaii,wfg2,cross_spx,9,249,0.2179197162071742
nsgaii,wfg2,cross_spx,10,249,0.21955221504235428
nsgaii,wfg2,cross_spx,11,249,0.2246755856131215
nsgaii,wfg2,cross_spx,12,249,0.2376092876622352
nsgaii,wfg2,cross_spx,13,249,0.22010782550630478
nsgaii,wfg2,cross_spx,14,249,0.22682530549469
nsgaii,wfg2,cross_spx,15,249,0.22681394164258475
nsgaii,wfg2,cross_spx,16,249,0.24181750681331143
nsgaii,wfg2,cross_spx,17,249,0.2578676868960216
nsgaii,wfg2,cross_spx,18,249,0.2719799612666674
nsgaii,wfg2,cross_spx,19,249,0.23000391830058997
